Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
SULAWESI TENGGARA,"Dokter Umum","dr. RIGAN NDARU W.","JL.POROS KENDARI-KOLAKA NO. 29"
SULAWESI TENGGARA,"Dokter Umum","DR. MOH. SOHIBUL KIROM, M.KES","JL. POROS KENDARI-KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","dr. ANDINY SYAMSINAR","KELURAHAN WAWOTOBI"
SULAWESI TENGGARA,"Dokter Umum","DR. ENDANG SRIWATI","DESA ANDEPOSANDU KECAMATAN TON"
SULAWESI TENGGARA,"Dokter Umum","DR. ENDANG SRIWATI","JL. POROS UNAAHA-ABUKI DESA AN"
SULAWESI TENGGARA,"Dokter Umum","DR. RAMAYANTI LASANDARA","Jl. Sultan Hasanuddin, No. 88"
SULAWESI TENGGARA,"Dokter Umum","dr. BUDI ARISANDI ACHMAD","Poros Kendari - Unaaha KM 46"
SULAWESI TENGGARA,"Dokter Umum","DR. MUHAMMAD DERIYATMIKO","Jl. Jendral Sudirman, No. 13"
SULAWESI TENGGARA,"Dokter Umum","dr. H. Ilham Umar Silondae","JL. JEND. SUDIRMAN NO. 34"
SULAWESI TENGGARA,"Dokter Umum","dr. Sabrina","Jl. Sapati, Kel. Tumpas"
SULAWESI TENGGARA,"Dokter Umum","DR. BUDI ARISANDI ACHMAD","JL. POROS POHARA LAOSU, NO 03, DUSUN II (DUA) DESA MOROSI"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. JEANETTE LUHUKAY","JALAN PENDIDIKAN NOMOR 41"
SULAWESI TENGGARA,"Dokter Umum","DR. SASLY FITRIANA S.","JL.TAMALAKI"
SULAWESI TENGGARA,"Dokter Umum","DR. ANDI TENRY","JL. HALUOLEO NO.4"
SULAWESI TENGGARA,"Dokter Umum","DR. KAMARULLAH","Jl. Ekonomi No. 70"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. SRI NOVIATI, MM.KES","PERUMNAS LALOMBAA NO. 113 KOLA"
SULAWESI TENGGARA,"Dokter Umum","DR. IRA FITRIANI SABARA","JL. PINTU SELATAN NO. 99 KOLAK"
SULAWESI TENGGARA,"Dokter Umum","DR. MUHAMMAD ARIS","JL. POROS KOLAKA-POMALAA"
SULAWESI TENGGARA,"Dokter Umum","DR. WIDIASTUTI","JL. PEMUDA NO. 4"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. SUFIATI, M.KES","JL. MEKONGGA INDAH NO. 6"
SULAWESI TENGGARA,"Dokter Umum","DR. YAYU DWI RAHAYU S.","JL. PEMUDA BTN GRUYA SATELIT B"
SULAWESI TENGGARA,"Dokter Umum","DR. DEWI PUTRIANI","JL. PRAMUKA NO. 17, KEL. LAMOK"
SULAWESI TENGGARA,"Dokter Umum","DR. NIRMA RAHAYU, H.S","APOTEK ROBUSTA FARMA, JL. PROT"
SULAWESI TENGGARA,"Dokter Umum","dr. Yopi Kencana","BTN WIRABUANA BLOK H2 NO.4"
SULAWESI TENGGARA,"Dokter Umum","dr. JURIADI PADDO","BTN KENDARI PERMAI BLOK B."
SULAWESI TENGGARA,"Dokter Umum","DR ROSITA","RSU PROVINSI"
SULAWESI TENGGARA,"Dokter Umum","DR. ALGAZALI","JL.DR.SAMRATULANGI NO. 200 A M"
SULAWESI TENGGARA,"Dokter Umum","DR. DIDIN ROHIDIN","Jl. Ahmad Yani No. 149"
SULAWESI TENGGARA,"Dokter Umum","Wahyuni Harti Thamrin JST","Jl. WR. Supratman No. 5"
SULAWESI TENGGARA,"Dokter Umum","dr. KIMIA FARMA NO. 288","JL. AHMAD YANI NO. 84 KENDARI"
SULAWESI TENGGARA,"Dokter Umum","dr. KIMIA FARMA NO. 104","JL. DR. MOH. HATTA NO. 77"
SULAWESI TENGGARA,"Dokter Umum","DR. THERESIA PUTERAHMAT","JL. P. DIPONEGORO NO. 58"
SULAWESI TENGGARA,"Dokter Umum","DR. PATMA AYUNITA","AHMAD YANI NO. 190"
SULAWESI TENGGARA,"Dokter Umum","DIDI SAPUTRA RAMANG","JLN. SARANANI NO.81"
SULAWESI TENGGARA,"Dokter Umum","DR. MUSBICHIN","JL. PIERE TENDEAN KEL. BARUGA"
SULAWESI TENGGARA,"Dokter Umum","DR. MUNIR HUSAIN A","JL. D.I PANJAITAN KOTA KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DPP DR. LAODE MUH. NAZAR","JL. PANTAI NO. 200"
SULAWESI TENGGARA,"Dokter Umum","DR. MARYAM","JL. SORUMBA"
SULAWESI TENGGARA,"Dokter Umum","DR. GRACIELLA DHAYINTA","Jl. Orinunggu, Kel. Mokoau"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. ROSITA","JALAN PADAT KARYA LORONG INFAN"
SULAWESI TENGGARA,"Dokter Umum","DR. RABIATUL AMINAH","JL. AHMAD YANI NO 88 WUA-WUA KOTA KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DR. IRHAM","JL. DERMAGA, LAPULU"
SULAWESI TENGGARA,"Dokter Umum","DR. SUNARNI","JL. HALUOLEO NO. 5"
SULAWESI TENGGARA,"Dokter Umum","DR. IRMA JUMIATI","DESA SANGGI SANGGI"
SULAWESI TENGGARA,"Dokter Umum","DR. MUHAMMAD YUNUS, M.KES","BTN MALEO BLOK F NO. 1"
SULAWESI TENGGARA,"Dokter Umum","DR. MBAYO RIDWAN SANDI","JALAN POROS TINANGGEA-BOMBANA"
SULAWESI TENGGARA,"Dokter Umum","DR. ADE HERI BUDIMAN","JL. POROS MORAMO"
SULAWESI TENGGARA,"Dokter Umum","DR. SAHLAN ABADI","JL. POROS KENDARI - ANDOOLO (D"
SULAWESI TENGGARA,"Dokter Umum","DR. MIRNA MUIN","JL. POROS BANDARA HALUOLEO, KE"
SULAWESI TENGGARA,"Dokter Umum","KLINIK BUANA JAYA","DESA TOJABI KEC LASUSUA"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. HARTATI","DESA BERINGIN KECAMATAN NGAPA"
SULAWESI TENGGARA,"Dokter Umum","DR. HJ. INDARYANI, M.KES","TRANS SULAWESI"
SULAWESI TENGGARA,"Dokter Umum","DR. YULIANA","Desa Watuliwu, Kec. Lasusua"
SULAWESI TENGGARA,"Dokter Umum","dr. LA HIJAA","JL. LAPEMPENGO"
SULAWESI TENGGARA,"Dokter Umum","dr. EDY SUHARMAN","LINGK WASIMA KEL. WANCI"
SULAWESI TENGGARA,"Dokter Umum","dr. FITRIANI TAHARU","DUSUN INI DESA WAPIA-PIA"
SULAWESI TENGGARA,"Dokter Umum","dr. ANANTO SUAR BHAKTI IBRAHIM","JALAN KABHANTI NO.22"
SULAWESI TENGGARA,"Dokter Umum","dr. H. Sunandar, MM.Kes","Jl. Merdeka No.1 Kasipute"
SULAWESI TENGGARA,"Dokter Umum","DR. GUSTIAN ZAHRAN","KELURAHAN KASIPUTE"
SULAWESI TENGGARA,"Dokter Umum","DR. MUHAMMAD IQBAL","TRANS SULAWESI, DESA MATAIWOI"
SULAWESI TENGGARA,"Dokter Umum","dr. SOEHALINO","JLN. LAPACUA NO. 7"
SULAWESI TENGGARA,"Dokter Umum","dr. MUJTAHID","JL. OPA WEMP NO.4"
SULAWESI TENGGARA,"Dokter Umum","dr. MUHAMAD ALI BADAR","JALAN LAPACUA NOMOR 7"
SULAWESI TENGGARA,"Dokter Umum","dr. LISNA ROSALIA AGAUS","JALAN POROS DESA LELAMO"
SULAWESI TENGGARA,"Dokter Umum","DR. INDRA PURWANTO AKBAR","JLN. WAODE BILAHI NO.26"
SULAWESI TENGGARA,"Dokter Umum","DR. OKTOVIANUS, MM.KES","KEL. WELALA, KEC. LADONGI"
SULAWESI TENGGARA,"Dokter Umum","DR. AGUS JUNAIDI","Poros Penanggo Jaya"
SULAWESI TENGGARA,"Dokter Umum","DR. ANDI ERLANGGA ISPRASETIA","KELURAHAN ATULA, KECAMATAN LAD"
SULAWESI TENGGARA,"Dokter Umum","dr. RAHMIYANTI","JL. DIPONEGORO"
SULAWESI TENGGARA,"Dokter Umum","dr. MAGHFIRA GUNTATA SIONI B","JALAN POROS RAHA-TONDASI"
SULAWESI TENGGARA,"Dokter Umum","dr. AKBAR MUITAN","JL JEND SUDIRMAN POROS WAMENGK"
SULAWESI TENGGARA,"Dokter Umum","dr. YULIANA DIADI","JL. GAJAH MADA DEPAN LAPANGAN "
SULAWESI TENGGARA,"Dokter Umum","DR. H. MARDISANTOSA","Konggoasa No. 83"
SULAWESI TENGGARA,"Dokter Umum","GIAT B. SILALAHI","UNAAHA"
SULAWESI TENGGARA,"Dokter Umum","DR. ABDUL RAZAK","WAWOTOBI"
SULAWESI TENGGARA,"Dokter Umum","DR. AHMAD SAFARI SAMUD","WAWOTOBI"
SULAWESI TENGGARA,"Dokter Umum","RSU UNAAHA (DOK.KEL.)","JL.RAYA TUOY"
SULAWESI TENGGARA,"Dokter Umum","DR AGUS LAHIDA","JL POROS KENDARI - KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","DR. I. NYOMAN TERI ATMAJA","UNAAHA"
SULAWESI TENGGARA,"Dokter Umum","NURFA AMIN","RAHA"
SULAWESI TENGGARA,"Dokter Umum","dr. LAODE BAYNUDDIN","JL YOS SUDARSO NO 39 RAHA"
SULAWESI TENGGARA,"Dokter Umum","ZUHUDDIN KASIM","BAU-BAU"
SULAWESI TENGGARA,"Dokter Umum","I NYOMAN KESUMA","PASAR WAJO"
SULAWESI TENGGARA,"Dokter Umum","ARIFUDDIN","BANABUNGI"
SULAWESI TENGGARA,"Dokter Umum","LUTHFIAH SULHAN","JL.A.YANI NO.71"
SULAWESI TENGGARA,"Dokter Umum","AGUS K. SETIAWAN","BAU-BAU"
SULAWESI TENGGARA,"Dokter Umum","NIKOLAS B. PULIO","KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","HJ. SYAMSIAH AMIN,MARS","KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","RSU KOLAKA (DOK.KEL.)","KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","ANDI ROSMAWATI","DESA ATULA"
SULAWESI TENGGARA,"Dokter Umum","ANDI FITRIANI","DESA LADONGI JAYA"
SULAWESI TENGGARA,"Dokter Umum","dr. ROSMALADEWI","JL. REPELITA NO 81 KOLAKA"
SULAWESI TENGGARA,"Dokter Umum","H.M.RINVIL AMIRUDDIN","JL.DR.MOH.HATTA"
SULAWESI TENGGARA,"Dokter Umum","DR SURYANI","JL.MAYJEN S.PARMAN NO.8"
SULAWESI TENGGARA,"Dokter Umum","DR. I GUSTI NYOMAN SUDARMIKA","JL.MT.HARYONO"
SULAWESI TENGGARA,"Dokter Umum","JERRY SIAHAAN","KEL.ANDUONOHU KEC.POASIA"
SULAWESI TENGGARA,"Dokter Umum","WINARTO","KEL.PUWATU"
SULAWESI TENGGARA,"Dokter Umum","DR. EDDY TODINGAN","JL.DR.RATULANGI NO. 156"
SULAWESI TENGGARA,"Dokter Umum","DR. H. JURIADI PADDO, M.KES","BTN KENDARI PERMAI BLOK F"
SULAWESI TENGGARA,"Dokter Umum","DR.SUKIRMAN","JL.DR.RATULANGI"
SULAWESI TENGGARA,"Dokter Umum","DR H MAKKARANU MS","JL MALIK RAYA I"
SULAWESI TENGGARA,"Dokter Umum","DR.HJ.MARIAM","KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DR. AMRY ADY HARIS","JL. SAO-SAO NO.209A"
SULAWESI TENGGARA,"Dokter Umum","DR. IMELDA","KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DR ROSITA","RSU PROPINSI"
SULAWESI TENGGARA,"Dokter Umum","LUAR WILAYAH SULTRA","KODYA KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DOKTER LUAR","KENDARI"
SULAWESI TENGGARA,"Dokter Umum","DR I G NGURAH EKA DHARMA P.","RS GRIYA HUSADA"
SULAWESI TENGGARA,"Dokter Umum","Dr.  SHINTA","JL.KH.AGUSSALIM KENDARI"
SULAWESI TENGGARA,"Dokter Umum","PUTU GEDE DARMADI","JL. DR. MUH HATTA 28 KENDARI"
SULAWESI TENGGARA,"Dokter Umum","Apotik Dzaky Farma","Jl. Sao-sao No. 238, Bende,  Kec. Kadia"
SULAWESI TENGGARA,"Dokter Umum","Apotik Mia Farma","Jl. Syech Yusuf No. 5A, Mandonga"
SULAWESI TENGGARA,"Dokter Umum","Apotik Mila Farma","Jl. Mayjen Sutoyo, Watu-watu, Kendari Barat"
SULAWESI TENGGARA,"Dokter Umum","Apotik Zahara Farma","Jl. Abunawas No. 40, Korumba"
SULAWESI TENGGARA,"Dokter Umum","dr MUHAMAD ALI BADAR","dr MUHAMAD ALI BADAR"
SULAWESI TENGGARA,"Dokter Umum","DPP DR MUHAMMAD ARIS","DPP DR MUHAMMAD ARIS"
SULAWESI TENGGARA,"Dokter Umum","dr muhammad aris GR","dr muhammad aris GR"
SULAWESI TENGGARA,"Dokter Umum","dr Muhammad Aris","dr Muhammad Aris"
SULAWESI TENGGARA,"Dokter Umum","Klinik Fifa Medika","Klinik Fifa Medika"
GORONTALO,"Dokter Umum","dr. ARTINI","JALAN TRANS SULAWESI"
GORONTALO,"Dokter Umum","DR. RONI H. IMRAN","DESA HUNGAYONAA, KEC.TILAMUTA"
GORONTALO,"Dokter Umum","DR. RIRIEN SYLVIA S. BILONDATU","JL. PELABUHAN TILAMUTA"
GORONTALO,"Dokter Umum","DR. ARIYANTO HABIBIE","DESA  BONGONGOAYU"
GORONTALO,"Dokter Umum","dr. ariyanto habibie","jl. trans sulawesi"
GORONTALO,"Dokter Umum","DR. SRI RAHMAWATI PONTOH","JL. TOLANGOHULA"
GORONTALO,"Dokter Umum","DR. SRI RAHMAWATI PONTOH","DESA SUKAMAKMUR"
GORONTALO,"Dokter Umum","DR. YULIA SAGA DEWI","JALAN RAJA TOLANGOHULA"
GORONTALO,"Dokter Umum","DR. HAYS N. KUENGO","JL. RAJA BOBIHOE N0 87 "
GORONTALO,"Dokter Umum","dr. Yulia Saga Dewi","JL. TRANS SULAWESI"
GORONTALO,"Dokter Umum","DR YULIA SAGA DEWI","JL. TRANS SULAWESI"
GORONTALO,"Dokter Umum","dr. Novita Kaluku","JALAN RAJA BOBIHOE NO. 644"
GORONTALO,"Dokter Umum","DR NOVITA KALUKU","JALAN RAJA BOBIHOE NO. 644"
GORONTALO,"Dokter Umum","DR. JEINFER RIVIAN LESTYORINI","JL. YUSUF HASIRU "
GORONTALO,"Dokter Umum","DR. NURHIJJAH NINGSIH PAKAJA","JLN. RAHMIJATI JAHJA"
GORONTALO,"Dokter Umum","DR. DIANA BUNTANG","JL. AHMAD WAHAB"
GORONTALO,"Dokter Umum","DR. SRI WILIN I LIHAWA","JL. KASMAT LAHAY NO. 139"
GORONTALO,"Dokter Umum","DR. GIFLYANTO JARWADI MAMU","JL. RAHMAN ZEES"
GORONTALO,"Dokter Umum","DR. SOFYAWATI HAMZAH","JL. DAUD TAYABU"
GORONTALO,"Dokter Umum","DR. FIRDA ABDULLAH","JLN. SAMADI AKASE"
GORONTALO,"Dokter Umum","DR. NANANG ROSWITA PARAMATA","JL. JENDRAL SUDIRMAN "
GORONTALO,"Dokter Umum","DR. HUSAIN PANIGORO","JALAN KASMAT LAHAY"
GORONTALO,"Dokter Umum","DR. MUDJIONO MUKIAN","DUSUN POLIA "
GORONTALO,"Dokter Umum","DR. SRI A. IBRAHIM, M.KES","JL BERINGIN NO. 60"
GORONTALO,"Dokter Umum","DR. WIDYA PERTIWI BACHMID","JL. SULTAN BOTUTIHE NO. 24"
GORONTALO,"Dokter Umum","DR. SUNARTI TUAH","JL. SULTAN BOTUTIHE NO. 1"
GORONTALO,"Dokter Umum","DRG. FAISAL IDRUS","Jl. Agus Salim Kota Gorontalo"
GORONTALO,"Dokter Umum","DR. HERNI A. PAKAYA","jl. hb jassin (ex agus salim) "
GORONTALO,"Dokter Umum","DR. NURHAYATI LAHAY","DIAPOTEK ERA SEHAT GORONTALO,JL. HB JASSIN NO.9"
GORONTALO,"Dokter Umum","dr. DRG. DELIYANA I KATILI","Jl. Sultan Botutihe No.1"
GORONTALO,"Dokter Umum","dr. DR. MARYAM SANTABANG","JALAN YOS SUDARSO NO. 99"
GORONTALO,"Dokter Umum","DR. TRIYOGO SUHADI","Jl. Rajawali"
GORONTALO,"Dokter Umum","DR. THAIB SALEH","JALAN BRIGJEN PIOLA ISA"
GORONTALO,"Dokter Umum","DR. SERLY DAUD","JL. HB JASSIN NO. 356"
GORONTALO,"Dokter Umum","DR. DIAN PERWITASARI SUMARWOTO","MANADO"
GORONTALO,"Dokter Umum","DR. DIAN PERWITASARI SUMARWOTO","JALAN MANADO"
GORONTALO,"Dokter Umum","DR. IMELDA MOHAMAD","JALAN HB. JASSIN NO.505"
GORONTALO,"Dokter Umum","DR. DIANA UMAR","JL. RUSLI DATAU"
GORONTALO,"Dokter Umum","DR. ENDANG K. PENY","DUSUN III"
GORONTALO,"Dokter Umum","DR. H. ARIFIN ABUBAKAR, M.KES","DESA MARISA UTARA"
GORONTALO,"Dokter Umum","DR. DEWI INDRAYANI D. TINO","Jl. Sultan Amai No. 240 Dusun "
GORONTALO,"Dokter Umum","DR. YENNY AHMAD","JL TRANS SULAWESI DESA MARISA UTARA KECAMATAN MARISA KAB POHUWATO"
GORONTALO,"Dokter Umum","DR SRI FENTY NURHAIDA SAGAF","DESA CISADANE KEC. KWANDANG"
GORONTALO,"Dokter Umum","DR. IKA MINARTI","JL. TRANS SULAWESI"
GORONTALO,"Dokter Umum","DR. GIFLYANTO J. MAMU","DUSUN RAJAWALI DESA TOLONGIO "
GORONTALO,"Dokter Umum","DR. IRFANDY HUSA","JL.TRIBRATA NO.56 KEL.IPILO"
GORONTALO,"Dokter Umum","DR. NURJANA ALINTI","JL. FARID LIPUTO"
GORONTALO,"Dokter Umum","DR.M.ANSAR, SPPD.","JL.JEND.A.YANI GORONTALO"
GORONTALO,"Dokter Umum","DR. MEDI SARITA","JL. KALIMANTAN NO. 56"
GORONTALO,"Dokter Umum","DR.F.A.MAKSUD","JL.AHMAD YANI NO 50"
GORONTALO,"Dokter Umum","DR. SILVANA SONDAKH","JL.RAJA EYATO NO.153"
GORONTALO,"Dokter Umum","DR.ARIFIN PARAMANI","JL.PROF DR. HB JASSIN  NO. 436"
GORONTALO,"Dokter Umum","DINKES KOTA GORONTALO","DONGGALA"
GORONTALO,"Dokter Umum","DR LUAR DAERAH","LUAR DAERAH"
GORONTALO,"Dokter Umum","DR.FARID H.OTOLUWA","JL.TOLANGOHULA NO.24 KAYUMERAH"
GORONTALO,"Dokter Umum","DR CHANDRA LASIMPALA","JL. RAYA LIMBOTO NO. 54"
GORONTALO,"Dokter Umum","DR. SRI DARSIANTI TUNA","JL. ACHMAD YANI NO.148"
GORONTALO,"Dokter Umum","DR.IZZUDDIN MUHAMMAD","JL. PASAR MINGGU DESA BUBE"
GORONTALO,"Dokter Umum","DR.RUSLI KATILI","Jl. Nani Wartabone"
GORONTALO,"Dokter Umum","DR. RASMIN JUNUS","JL. RAJA BOBIHUE"
GORONTALO,"Dokter Umum","DR. ZAINUN RAHMAN","PERUM BTN HEPUHULAWA"
GORONTALO,"Dokter Umum","DR.A.TOLUHULA","JL AHMAD YANI NO. 38"
GORONTALO,"Dokter Umum","DR. FARIDA RUNTULALU","JL TRANS SULAWESI"
GORONTALO,"Dokter Umum","DINKES KAB GORONTALO","BONGOHULAWA"
GORONTALO,"Dokter Umum","DINKES KAB BOALEMO -KOMERSIAL","TILAMUTA"
GORONTALO,"Dokter Umum","DINKES KAB BONEBOLANGO","SUWAWA"
GORONTALO,"Dokter Umum","DINKES KAB POHUWATO","MARISA SELATAN"
MALUKU,"Dokter Umum","JULIANA CH RATUANAK, DR","Jl. suster makaria"
MALUKU,"Dokter Umum","LUCIA F.R.A. FELNDITI, DR","jL. MATHILDA BATLAYERI, NO. 1"
MALUKU,"Dokter Umum","EDWIN TOMASOA, DR","Kampung Babar"
MALUKU,"Dokter Umum","DR. NURLAELA","JALAN MATHILDA BATLAYERI, PASAR OMELE PERTOKOAN BLOK A-09 SIFNANA "
MALUKU,"Dokter Umum","POLKES 16.09.01 TUAL","JL. PAHLAWAN REVOLUSI"
MALUKU,"Dokter Umum","TONKES YONIF 734 / SNS","JL. SAUMLAKI"
MALUKU,"Dokter Umum","HENRY ANDREAN, DR","JL. JEND. SUDIRMAN LANGGUR"
MALUKU,"Dokter Umum","MARTHAVINA NOTANUBUN, DR","JL. Soekarno Hatta"
MALUKU,"Dokter Umum","KETTY NOTANUBUN, DR","JL. JENDERAL SUDIRMAN"
MALUKU,"Dokter Umum","POLKES 16.09.02 MASOHI","JL. MONONUTU"
MALUKU,"Dokter Umum","POSKES 16.10.01 NAMLEA","JL. SLAMET RIYADI"
MALUKU,"Dokter Umum","SIKES DENZIPUR 5 /CMB","JL. DS. MANDAONG"
MALUKU,"Dokter Umum","SIKES DODIKLATPUR","JL. LINTAS SERAM"
MALUKU,"Dokter Umum","SIKES RINDAM XVI/PTM","JL. SULI ATAS"
MALUKU,"Dokter Umum","HENNY HENDARSIH, DR","Jl. PATTIMURA MASOHI"
MALUKU,"Dokter Umum","JOHANA A SOUHOKA, DR","JL. BANDA NO 6 RT 002, MASOHI"
MALUKU,"Dokter Umum","dr. Handri Huwae, MM.Kes","Jl. Terminal Saparua"
MALUKU,"Dokter Umum","dr ADITYA PROBO SANTOSO","POLIKLINIK PT WAHANA LESTARI I"
MALUKU,"Dokter Umum","OKY NURDIANI, DR","JL. REHATA"
MALUKU,"Dokter Umum","LOUIS MAX A. MAILUHU, DR","LINGKUNGAN EHUMARNA"
MALUKU,"Dokter Umum","DR. DEVY EKA AVITASARI","RUMAH DINAS DOKTER, JL KUJALI, DESA NUSANTARA, KECAMATAN BANDA"
MALUKU,"Dokter Umum","DR DYAH FITRAH MAYASARI","JL DR REHATTA"
MALUKU,"Dokter Umum","dr. MUHAMMAD R DRACHMAN","JL. FLAMBOYAN"
MALUKU,"Dokter Umum","DR. ANNISA ZAKIAH JAMLEAN","BUNGA CENGKEH NOMOR 61"
MALUKU,"Dokter Umum","POLAIR POLDA MALUKU","JL. LENTERI"
MALUKU,"Dokter Umum","SPN PASO","BIDDOKKES POLDA MALUKU"
MALUKU,"Dokter Umum","POLDA MALUKU","JL. SULTAN HASANUDIN P.KASTURI"
MALUKU,"Dokter Umum","ADONIA RERUNG, dr","Jl. Said Perintah NO. 34"
MALUKU,"Dokter Umum","SINTJE TJENGNIS, dr","JLN LAKSDYA LEO WATTIMENA, PAS"
MALUKU,"Dokter Umum","ABDUL RAHMAN GOZALI, dr","JL. PALA NO. 02"
MALUKU,"Dokter Umum","CHRISTOFFEL RELMASIRA, dr","JL. ANTHONI RHEBOOK No. 11"
MALUKU,"Dokter Umum","IVANMORL RUSPANAH, dr","JL. MR. CH. SOPLANIT"
MALUKU,"Dokter Umum","MUHAMMAD NUR MISBAH, dr","JL. A.M. SANGADJI NO. 62-63"
MALUKU,"Dokter Umum","EDWIN LIEM, DR","Jl. Anthoni Rhebok (Apotek Aga"
MALUKU,"Dokter Umum","AMELIA RIZKI PELU, DR","BTN Kebun Cengkeh Blok D1 No.2"
MALUKU,"Dokter Umum","ADELIA SURYANI, DR","RUKO MERAH BLOK G"
MALUKU,"Dokter Umum","HASNI ARUSAD, DR","JL. IR. M. PUTUHENA, WAYAME"
MALUKU,"Dokter Umum","VITA NOVA, DR","JLN AKUILA BLOK B NO.26, BTN W"
MALUKU,"Dokter Umum","SAHAT.L.TOBING, DR","JL. AM. SANGADJI NO 26"
MALUKU,"Dokter Umum","ANDREW RUSPANAH, DR","JALAN IR. M. PUTUHENA"
MALUKU,"Dokter Umum","ANITA, DR","JL. IR. M. PUTTUHENA KM.24"
MALUKU,"Dokter Umum","ANITA, DR","JL. IR. M. PUTTUHENA KM. 24"
MALUKU,"Dokter Umum","DR. YOKI STEFANUS","APOTIK CHRISTALIN FARMA, JALAN"
MALUKU,"Dokter Umum","DR. NURMITTA ASTARI HARYANTO","JL. JENDRAL SUDIRMAN TANAH RAT"
MALUKU,"Dokter Umum","DR. HENDRITA TUANAKOTTA, M.KES","JL PUTU INA"
MALUKU,"Dokter Umum","H. DIKI ACHMAD HIDAYAT, DR","BULA"
MALUKU,"Dokter Umum","I KOMANG SUWIRTA, DR","BULA"
MALUKU,"Dokter Umum","DR ASRIYANI RUMALUTUR","DESA LIMUMIR"
MALUKU,"Dokter Umum","POSKES 16.10.05 PIRU","JL. KABARESI"
MALUKU,"Dokter Umum","POSKES 16.10.06 BULA","JL. SERAM BARAT"
MALUKU,"Dokter Umum","YOHANIS TAPANG, DR","Jl. Kabaresi Piru"
MALUKU,"Dokter Umum","FRIELIANY FEBBRY BATO, DR","Jl. Naniari Piru"
MALUKU,"Dokter Umum","SAKTI ZAKARIA SITORUS, DR","JL ALIMURTOPO "
MALUKU,"Dokter Umum","JOHAN GONGA, dr"," JL. KAPITAN MALONGI"
MALUKU,"Dokter Umum","OKTAVIYANI POULUS, DR","JL KAPITASN MALONGI DOBO"
MALUKU,"Dokter Umum","WATI GUNAWAN, DR","JL Cendrawasih Kel. Siwa lima"
MALUKU,"Dokter Umum","DR. RIANTO SIAGIAN","JLN WILLIAM HARMAN"
MALUKU,"Dokter Umum","SIKES LANUD DUMATUBUN","ÿJL. DOMATUBUN LANGGUR MALUKU"
MALUKU,"Dokter Umum","MUHAMAD R KABALMAY, DR","JL. AHCMAD YANI TUAL"
MALUKU,"Dokter Umum","dr. NURHAYATI","Jl. Masuk KPU Baru - Tual"
MALUKU,"Dokter Umum","DR. EVITA GORETTI SIMARMATA","JL. BALDU WAHADAT, DUSUN MANGON"
MALUKU,"Dokter Umum","DR. NURUL QOMARIAH TUANANY","JALAN.MANGGA DUA NAMROLE"
MALUKU,"Dokter Umum","dr. Valda Agatha Laipeny","JL KOMPLEKS PUSKESMAS KOTA TIA"
MALUKU,"Dokter Umum","CHRIS RELMASIRA. DR","JL. ANTHONY REBHOOK"
MALUKU,"Dokter Umum",".E.J.F. UNEPUTTY. DR","JL. DIPONEGORO"
MALUKU,"Dokter Umum","F.X. ANDI MUSTOPO, DR","JL. ANTHONY REBHOOK"
MALUKU,"Dokter Umum","MARICAR S./NADJAR, dr","Galunggung Batu Merah Puncak"
MALUKU,"Dokter Umum","AHMAD RIVAI AMBON, dr","Jl. A. M. Sangadji No. 36, Amb"
MALUKU,"Dokter Umum","F BAHALWAN BASALAMA, DR","WAIHAONG"
MALUKU,"Dokter Umum","JULIANA CAROLUS, dr","APOTIK PELITA JL DR SIWABESSY"
MALUKU,"Dokter Umum","IRIANI SUTIKSNO, dr","jl.Wolter Monginsidi"
MALUKU,"Dokter Umum","KRISNA, dr","Jl. Hasanuddin (Samping KPU)"
MALUKU,"Dokter Umum","DOKTER FFS","AMBON"
MALUKU,"Dokter Umum","THREESJE TORRY, dr","JL. IMAM BONJOL"
MALUKU,"Dokter Umum","DJENI ADIDJAYA DR","MASOHI"
MALUKU,"Dokter Umum","PUSKESMAS USTUTUN",""
MALUKU,"Dokter Umum","PUSKESMAS ILWAKI",""
MALUKU,"Dokter Umum","PUSKESMAS LORULUN",""
MALUKU,"Dokter Umum","PKM NAMTABUNG","JL. NAMTABUNG"
MALUKU,"Dokter Umum","PUSKESMAS TUTUKEMBONG",""
MALUKU,"Dokter Umum","PUSKESMAS ALUSI",""
MALUKU,"Dokter Umum","PUSKESMAS LELANG",""
MALUKU,"Dokter Umum","PUSKESMAS WEET",""
MALUKU,"Dokter Umum","PUSKESMAS WULUR",""
MALUKU,"Dokter Umum","PUSKESMAS LARAT MTB",""
MALUKU,"Dokter Umum","PUSKESMAS ROMEAN",""
